1576.06948165 501.754958884 647.162396229 1.0 3.21066930647
1573.53561604 500.928519337 646.373037062 1.0 3.20939150692
1571.00175042 500.102094476 645.583363381 1.0 3.2081121678
1568.4678848 499.275685185 644.793375366 1.0 3.20683128708
1565.93401918 498.449290409 644.003071345 1.0 3.20554885867
1563.40015357 497.622910087 643.212450587 1.0 3.204264877
1560.86628795 496.796544167 642.421512372 1.0 3.20297933852
1558.33242233 495.970194551 641.630257846 1.0 3.20169224121
1555.79855672 495.143858303 640.838683523 1.0 3.20040357645
1553.2646911 494.31753735 640.046790566 1.0 3.19911334272
1550.73082548 493.49123169 639.254578294 1.0 3.19782153495
1548.19695986 492.664941336 638.462046034 1.0 3.19652814858
1545.66309425 491.838665348 637.6691922 1.0 3.19523317855
1543.12922863 491.012404731 636.876017065 1.0 3.1939366208
1540.59536301 490.186158575 636.082519063 1.0 3.19263846975
1538.06149739 489.359928866 635.28869941 1.0 3.19133872389
1535.52763178 488.533713763 634.494555637 1.0 3.19003737561
1532.99376616 487.70751336 633.700087137 1.0 3.18873441985
1530.45990054 486.881328719 632.905294228 1.0 3.18742985458
1527.92603493 486.055159004 632.1101754 1.0 3.1861236732
1525.39216931 485.229004348 631.314730073 1.0 3.18481587168
1522.85830369 484.40286585 630.518958597 1.0 3.18350644594
1520.32443807 483.576742715 629.722859494 1.0 3.18219539093
1517.79057246 482.750635117 628.926432214 1.0 3.18088270208
1515.25670684 481.924542293 628.129675305 1.0 3.17956837231
1512.72284122 481.098465393 627.332589154 1.0 3.17825240008
1510.18897561 480.272403685 626.53517233 1.0 3.17693477779
1507.65510999 479.446358342 625.73742524 1.0 3.17561550393
1505.12124437 478.620327716 624.939345564 1.0 3.17429456989
1502.58737875 477.794313952 624.14093464 1.0 3.17297197464
1500.05351314 476.968314489 623.342189261 1.0 3.17164770907
1497.51964752 476.142331497 622.543110785 1.0 3.17032177165
1494.9857819 475.316364334 621.743697851 1.0 3.1689941558
1492.45191628 474.49041331 620.943950017 1.0 3.16766485797
1489.91805067 473.664477814 620.143865945 1.0 3.16633387158
1487.38418505 472.838558187 619.343445215 1.0 3.16500119205
1484.85031943 472.012654785 618.542687421 1.0 3.16366681483
1482.31645382 471.186767042 617.74159126 1.0 3.16233073384
1479.7825882 470.360896276 616.940157251 1.0 3.16099294655
1477.24872258 469.535041018 616.13838321 1.0 3.15965344484
1474.71485696 468.709201685 615.336268776 1.0 3.15831222467
1472.18099135 467.883377775 614.533812695 1.0 3.15696927944
