    0.32833333E+02    0.36633313E-01    0.22225748E+00    0.25889079E+00    0.14284440E+01    0.16482376E+00    0.18123972E+00    0.67558172E+00    0.59020023E+00    0.10854873E+01
    0.34888889E+02    0.43825891E-01    0.25593933E+00    0.29976522E+00    0.15921025E+01    0.17123547E+00    0.18828261E+00    0.77796227E+00    0.68338275E+00    0.12098528E+01
    0.36944444E+02    0.51265724E-01    0.28915660E+00    0.34042232E+00    0.17471551E+01    0.17729398E+00    0.19484379E+00    0.87893066E+00    0.77606983E+00    0.13276787E+01
    0.39000000E+02    0.58860140E-01    0.32162333E+00    0.38048347E+00    0.18936268E+01    0.18300955E+00    0.20092843E+00    0.97761770E+00    0.86739830E+00    0.14389839E+01
    0.41055556E+02    0.66531957E-01    0.35315960E+00    0.41969156E+00    0.20320113E+01    0.18839062E+00    0.20653997E+00    0.10734765E+01    0.95678202E+00    0.15441434E+01
    0.43111111E+02    0.74218888E-01    0.38367092E+00    0.45788981E+00    0.21631122E+01    0.19344413E+00    0.21168102E+00    0.11662198E+01    0.10438636E+01    0.16437682E+01
    0.45166667E+02    0.81872311E-01    0.41312969E+00    0.49500200E+00    0.22879238E+01    0.19817581E+00    0.21635424E+00    0.12557637E+01    0.11284692E+01    0.17386136E+01
    0.47222222E+02    0.89455722E-01    0.44155924E+00    0.53101496E+00    0.24075455E+01    0.20259053E+00    0.22056279E+00    0.13421791E+01    0.12105690E+01    0.18295152E+01
    0.49277778E+02    0.96943108E-01    0.46902071E+00    0.56596382E+00    0.25231205E+01    0.20669259E+00    0.22431106E+00    0.14256520E+01    0.12902428E+01    0.19173416E+01
    0.51333333E+02    0.10431736E+00    0.49560244E+00    0.59991980E+00    0.26357954E+01    0.21048597E+00    0.22760484E+00    0.15064508E+01    0.13676531E+01    0.20029643E+01
    0.53388889E+02    0.11156882E+00    0.52141170E+00    0.63298052E+00    0.27466974E+01    0.21397453E+00    0.23045149E+00    0.15849015E+01    0.14430226E+01    0.20872398E+01
    0.55444444E+02    0.11869397E+00    0.54656843E+00    0.66526240E+00    0.28569199E+01    0.21716214E+00    0.23286001E+00    0.16613688E+01    0.15166164E+01    0.21709988E+01
    0.57500000E+02    0.12569429E+00    0.57120056E+00    0.69689485E+00    0.29675188E+01    0.22005282E+00    0.23484092E+00    0.17362415E+01    0.15887298E+01    0.22550439E+01
    0.59555556E+02    0.13257534E+00    0.59544069E+00    0.72801603E+00    0.30795151E+01    0.22265079E+00    0.23640606E+00    0.18099227E+01    0.16596775E+01    0.23401508E+01
    0.61611111E+02    0.13934590E+00    0.61942377E+00    0.75876967E+00    0.31938919E+01    0.22496053E+00    0.23756899E+00    0.18828225E+01    0.17297874E+01    0.24270668E+01
    0.63666667E+02    0.14601735E+00    0.64328564E+00    0.78930298E+00    0.33116150E+01    0.22698679E+00    0.23834383E+00    0.19553539E+01    0.17993950E+01    0.25165256E+01
    0.65722222E+02    0.15260310E+00    0.66716215E+00    0.81976525E+00    0.34336228E+01    0.22873465E+00    0.23874645E+00    0.20279298E+01    0.18688407E+01    0.26092405E+01
    0.67777778E+02    0.15911820E+00    0.69118878E+00    0.85030698E+00    0.35608534E+01    0.23020947E+00    0.23879303E+00    0.21009619E+01    0.19384675E+01    0.27059241E+01
    0.69833333E+02    0.16557899E+00    0.71550047E+00    0.88107946E+00    0.36942311E+01    0.23141703E+00    0.23850145E+00    0.21748606E+01    0.20086203E+01    0.28072790E+01
    0.71888889E+02    0.17200281E+00    0.74023179E+00    0.91223460E+00    0.38346928E+01    0.23236345E+00    0.23788987E+00    0.22500348E+01    0.20796455E+01    0.29140171E+01
    0.73944444E+02    0.17840784E+00    0.76551736E+00    0.94392519E+00    0.39831927E+01    0.23305525E+00    0.23697703E+00    0.23268937E+01    0.21518914E+01    0.30268635E+01
    0.76000000E+02    0.18481291E+00    0.79149213E+00    0.97630504E+00    0.41406869E+01    0.23349937E+00    0.23578335E+00    0.24058476E+01    0.22257086E+01    0.31465447E+01
    0.78055556E+02    0.19123746E+00    0.81829199E+00    0.10095295E+01    0.43081844E+01    0.23370320E+00    0.23432829E+00    0.24873094E+01    0.23014512E+01    0.32738275E+01
    0.80111111E+02    0.19770140E+00    0.84605428E+00    0.10437557E+01    0.44866961E+01    0.23367461E+00    0.23263347E+00    0.25716966E+01    0.23794776E+01    0.34094802E+01
    0.82166667E+02    0.20422512E+00    0.87491835E+00    0.10791435E+01    0.46773033E+01    0.23342192E+00    0.23071916E+00    0.26594329E+01    0.24601521E+01    0.35543243E+01
    0.84222222E+02    0.21082943E+00    0.90502608E+00    0.11158555E+01    0.48810909E+01    0.23295398E+00    0.22860781E+00    0.27509494E+01    0.25438455E+01    0.37091843E+01
    0.86277778E+02    0.21753557E+00    0.93652253E+00    0.11540581E+01    0.50992369E+01    0.23228013E+00    0.22631977E+00    0.28466871E+01    0.26309370E+01    0.38749554E+01
    0.88333333E+02    0.22436524E+00    0.96955655E+00    0.11939218E+01    0.53329327E+01    0.23141016E+00    0.22387715E+00    0.29470985E+01    0.27218153E+01    0.40525429E+01
    0.90388889E+02    0.23134058E+00    0.10042811E+01    0.12356216E+01    0.55834406E+01    0.23035442E+00    0.22130111E+00    0.30526484E+01    0.28168796E+01    0.42429061E+01
    0.92444444E+02    0.23848423E+00    0.10408538E+01    0.12793381E+01    0.58520947E+01    0.22912365E+00    0.21861199E+00    0.31638163E+01    0.29165411E+01    0.44470587E+01
    0.94500000E+02    0.24581936E+00    0.10794379E+01    0.13252572E+01    0.61402580E+01    0.22772905E+00    0.21583087E+00    0.32810977E+01    0.30212242E+01    0.46660366E+01
    0.96555556E+02    0.25336966E+00    0.11202014E+01    0.13735711E+01    0.64493680E+01    0.22618224E+00    0.21297763E+00    0.34050040E+01    0.31313666E+01    0.49009320E+01
    0.98611111E+02    0.26115946E+00    0.11633190E+01    0.14244784E+01    0.67809562E+01    0.22449514E+00    0.21007044E+00    0.35360657E+01    0.32474214E+01    0.51529088E+01
    0.10066667E+03    0.26921370E+00    0.12089712E+01    0.14781849E+01    0.71365543E+01    0.22267999E+00    0.20712865E+00    0.36748317E+01    0.33698574E+01    0.54231309E+01
    0.10272222E+03    0.27755798E+00    0.12573451E+01    0.15349031E+01    0.75178232E+01    0.22074924E+00    0.20416855E+00    0.38218708E+01    0.34991594E+01    0.57128606E+01
    0.10477778E+03    0.28621862E+00    0.13086345E+01    0.15948531E+01    0.79264238E+01    0.21871548E+00    0.20120714E+00    0.39777718E+01    0.36358291E+01    0.60233598E+01
    0.10683333E+03    0.29522270E+00    0.13630399E+01    0.16582626E+01    0.83641295E+01    0.21659139E+00    0.19825883E+00    0.41431444E+01    0.37803853E+01    0.63559763E+01
    0.10888889E+03    0.30459803E+00    0.14207686E+01    0.17253667E+01    0.88327205E+01    0.21438961E+00    0.19533808E+00    0.43186188E+01    0.39333643E+01    0.67120627E+01
    0.11094444E+03    0.31437325E+00    0.14820349E+01    0.17964082E+01    0.93340727E+01    0.21212270E+00    0.19245706E+00    0.45048460E+01    0.40953195E+01    0.70930447E+01
    0.11300000E+03    0.32457780E+00    0.15470597E+01    0.18716375E+01    0.98700763E+01    0.20980302E+00    0.18962746E+00    0.47024976E+01    0.42668218E+01    0.75003586E+01
    0.11505556E+03    0.33524196E+00    0.16160705E+01    0.19513124E+01    0.10442686E+02    0.20744267E+00    0.18685924E+00    0.49122651E+01    0.44484589E+01    0.79354900E+01
    0.11711111E+03    0.34639686E+00    0.16893011E+01    0.20356980E+01    0.11053885E+02    0.20505335E+00    0.18416132E+00    0.51348597E+01    0.46408350E+01    0.83999454E+01
    0.11916667E+03    0.35807448E+00    0.17669919E+01    0.21250664E+01    0.11705699E+02    0.20264637E+00    0.18154117E+00    0.53710112E+01    0.48445704E+01    0.88952647E+01
    0.12122222E+03    0.37030765E+00    0.18493885E+01    0.22196961E+01    0.12400155E+02    0.20023249E+00    0.17900551E+00    0.56214669E+01    0.50603004E+01    0.94229880E+01
    0.12327778E+03    0.38313005E+00    0.19367423E+01    0.23198723E+01    0.13139342E+02    0.19782191E+00    0.17655925E+00    0.58869905E+01    0.52886747E+01    0.99847025E+01
    0.12533333E+03    0.39657619E+00    0.20293096E+01    0.24258858E+01    0.13925324E+02    0.19542419E+00    0.17420678E+00    0.61683616E+01    0.55303565E+01    0.10581977E+02
    0.12738889E+03    0.41068141E+00    0.21273514E+01    0.25380329E+01    0.14760188E+02    0.19304822E+00    0.17195125E+00    0.64663730E+01    0.57860211E+01    0.11216398E+02
    0.12944444E+03    0.42548184E+00    0.22311326E+01    0.26566144E+01    0.15646025E+02    0.19070217E+00    0.16979485E+00    0.67818299E+01    0.60563547E+01    0.11889553E+02
    0.13150000E+03    0.44101437E+00    0.23409215E+01    0.27819359E+01    0.16584909E+02    0.18839349E+00    0.16773899E+00    0.71155481E+01    0.63420533E+01    0.12603020E+02
    0.13355556E+03    0.45731664E+00    0.24569895E+01    0.29143061E+01    0.17578905E+02    0.18612886E+00    0.16578428E+00    0.74683524E+01    0.66438212E+01    0.13358366E+02
    0.13561111E+03    0.47442698E+00    0.25796099E+01    0.30540369E+01    0.18630048E+02    0.18391423E+00    0.16393071E+00    0.78410740E+01    0.69623693E+01    0.14157139E+02
    0.13766667E+03    0.49238437E+00    0.27090583E+01    0.32014427E+01    0.19740379E+02    0.18175480E+00    0.16217737E+00    0.82345499E+01    0.72984142E+01    0.15000889E+02
    0.13972222E+03    0.51122840E+00    0.28456104E+01    0.33568388E+01    0.20911775E+02    0.17965509E+00    0.16052386E+00    0.86496185E+01    0.76526748E+01    0.15891043E+02
    0.14177778E+03    0.53099922E+00    0.29895443E+01    0.35205435E+01    0.22146552E+02    0.17761878E+00    0.15896576E+00    0.90871250E+01    0.80258768E+01    0.16829362E+02
    0.14383333E+03    0.55173748E+00    0.31411303E+01    0.36928678E+01    0.23445140E+02    0.17564935E+00    0.15751101E+00    0.95478912E+01    0.84187290E+01    0.17816170E+02
    0.14588889E+03    0.57348426E+00    0.33006659E+01    0.38741502E+01    0.24814974E+02    0.17374805E+00    0.15612147E+00    0.10032821E+02    0.88320033E+01    0.18857119E+02
    0.14794444E+03    0.59628104E+00    0.34683405E+01    0.40646215E+01    0.26236334E+02    0.17192114E+00    0.15492338E+00    0.10542491E+02    0.92662259E+01    0.19937223E+02
    0.15000000E+03    0.62016962E+00    0.36447440E+01    0.42649136E+01    0.27793370E+02    0.17015451E+00    0.15345075E+00    0.11078693E+02    0.97228371E+01    0.21120429E+02
    0.16000000E+03    0.75333690E+00    0.46443047E+01    0.53976416E+01    0.36230152E+02    0.16220661E+00    0.14898203E+00    0.14116993E+02    0.12305147E+02    0.27531614E+02
    0.17000000E+03    0.91820637E+00    0.58674768E+01    0.67856832E+01    0.46463952E+02    0.15649084E+00    0.14604189E+00    0.17834991E+02    0.15469503E+02    0.35308369E+02
    0.18000000E+03    0.11195555E+01    0.73519173E+01    0.84714727E+01    0.58663491E+02    0.15228075E+00    0.14440792E+00    0.22347149E+02    0.19312642E+02    0.44578908E+02
    0.19000000E+03    0.13619009E+01    0.91186767E+01    0.10480578E+02    0.72886201E+02    0.14935291E+00    0.14379372E+00    0.27717453E+02    0.23892852E+02    0.55386871E+02
    0.20000000E+03    0.16493422E+01    0.10581661E+02    0.12231003E+02    0.60253535E+02    0.15586798E+00    0.20299229E+00    0.32164393E+02    0.27883344E+02    0.45787196E+02
    0.21000000E+03    0.19252644E+01    0.11347847E+02    0.13273111E+02    0.58342506E+02    0.16965900E+00    0.22750327E+00    0.34493318E+02    0.30259065E+02    0.44334988E+02
    0.22000000E+03    0.21800140E+01    0.11779033E+02    0.13959047E+02    0.51990064E+02    0.18507581E+00    0.26849451E+00    0.35803966E+02    0.31822811E+02    0.39507711E+02
    0.23000000E+03    0.24015363E+01    0.11987486E+02    0.14389023E+02    0.52723248E+02    0.20033693E+00    0.27291609E+00    0.36437589E+02    0.32803038E+02    0.40064864E+02
    0.24000000E+03    0.25959164E+01    0.12184740E+02    0.14780656E+02    0.53456577E+02    0.21304652E+00    0.27649836E+00    0.37037167E+02    0.33695855E+02    0.40622128E+02
    0.25000000E+03    0.27679521E+01    0.12373152E+02    0.15141105E+02    0.54189888E+02    0.22370630E+00    0.27940830E+00    0.37609873E+02    0.34517579E+02    0.41179377E+02
    0.26000000E+03    0.29214600E+01    0.12554486E+02    0.15475946E+02    0.54921160E+02    0.23270248E+00    0.28178476E+00    0.38161061E+02    0.35280926E+02    0.41735077E+02
    0.27000000E+03    0.30594987E+01    0.12730009E+02    0.15789507E+02    0.55647374E+02    0.24033752E+00    0.28374218E+00    0.38694587E+02    0.35995761E+02    0.42286934E+02
    0.28000000E+03    0.31845351E+01    0.12900599E+02    0.16085134E+02    0.56365070E+02    0.24685172E+00    0.28537415E+00    0.39213119E+02    0.36669709E+02    0.42832317E+02
    0.29000000E+03    0.32985697E+01    0.13066833E+02    0.16365403E+02    0.57070722E+02    0.25243834E+00    0.28675654E+00    0.39718411E+02    0.37308645E+02    0.43368549E+02
    0.30000000E+03    0.34032333E+01    0.13223009E+02    0.16626242E+02    0.57745986E+02    0.25737207E+00    0.28792032E+00    0.40193128E+02    0.37903288E+02    0.43881687E+02
    0.30200000E+03    0.34231634E+01    0.13255211E+02    0.16678375E+02    0.57860825E+02    0.25825039E+00    0.28824986E+00    0.40291010E+02    0.38022135E+02    0.43968954E+02
    0.30204713E+03    0.34236293E+01    0.13255967E+02    0.16679596E+02    0.57872537E+02    0.25827080E+00    0.28821263E+00    0.40293308E+02    0.38024920E+02    0.43977855E+02
    0.30209648E+03    0.34241169E+01    0.13256759E+02    0.16680876E+02    0.57873729E+02    0.25829216E+00    0.28822881E+00    0.40295716E+02    0.38027837E+02    0.43978760E+02
    0.30214815E+03    0.34246273E+01    0.13257588E+02    0.16682215E+02    0.57877807E+02    0.25831450E+00    0.28823164E+00    0.40298236E+02    0.38030891E+02    0.43981859E+02
    0.30220226E+03    0.34251615E+01    0.13258456E+02    0.16683618E+02    0.57881350E+02    0.25833789E+00    0.28823823E+00    0.40300874E+02    0.38034087E+02    0.43984552E+02
    0.30225893E+03    0.34257207E+01    0.13259365E+02    0.16685086E+02    0.57885302E+02    0.25836235E+00    0.28824391E+00    0.40303637E+02    0.38037434E+02    0.43987555E+02
    0.30231826E+03    0.34263059E+01    0.13260316E+02    0.16686622E+02    0.57889082E+02    0.25838795E+00    0.28825163E+00    0.40306529E+02    0.38040937E+02    0.43990427E+02
    0.30238038E+03    0.34269185E+01    0.13261313E+02    0.16688231E+02    0.57894249E+02    0.25841472E+00    0.28825369E+00    0.40309557E+02    0.38044605E+02    0.43994354E+02
    0.30244544E+03    0.34275596E+01    0.13262356E+02    0.16689915E+02    0.57897343E+02    0.25844274E+00    0.28826738E+00    0.40312727E+02    0.38048444E+02    0.43996705E+02
    0.30251356E+03    0.34282305E+01    0.13263448E+02    0.16691678E+02    0.57902779E+02    0.25847205E+00    0.28827076E+00    0.40316046E+02    0.38052463E+02    0.44000835E+02
    0.30258489E+03    0.34289327E+01    0.13264591E+02    0.16693524E+02    0.57907476E+02    0.25850271E+00    0.28827925E+00    0.40319522E+02    0.38056670E+02    0.44004405E+02
    0.30265959E+03    0.34296676E+01    0.13265788E+02    0.16695455E+02    0.57912590E+02    0.25853478E+00    0.28828715E+00    0.40323160E+02    0.38061074E+02    0.44008291E+02
    0.30273780E+03    0.34304366E+01    0.13267041E+02    0.16697477E+02    0.57917914E+02    0.25856833E+00    0.28829556E+00    0.40326969E+02    0.38065684E+02    0.44012337E+02
    0.30281970E+03    0.34312414E+01    0.13268353E+02    0.16699594E+02    0.57923497E+02    0.25860342E+00    0.28830431E+00    0.40330956E+02    0.38070509E+02    0.44016580E+02
    0.30290546E+03    0.34320835E+01    0.13269726E+02    0.16701810E+02    0.57929359E+02    0.25864011E+00    0.28831339E+00    0.40335131E+02    0.38075560E+02    0.44021034E+02
    0.30299526E+03    0.34329647E+01    0.13271164E+02    0.16704129E+02    0.57935458E+02    0.25867849E+00    0.28832307E+00    0.40339501E+02    0.38080847E+02    0.44025669E+02
    0.30308930E+03    0.34338868E+01    0.13272669E+02    0.16706556E+02    0.57941863E+02    0.25871863E+00    0.28833309E+00    0.40344077E+02    0.38086381E+02    0.44030536E+02
    0.30318776E+03    0.34348517E+01    0.13274245E+02    0.16709097E+02    0.57948577E+02    0.25876060E+00    0.28834352E+00    0.40348867E+02    0.38092173E+02    0.44035638E+02
    0.30329087E+03    0.34358612E+01    0.13275895E+02    0.16711756E+02    0.57955585E+02    0.25880449E+00    0.28835454E+00    0.40353881E+02    0.38098235E+02    0.44040963E+02
    0.30339883E+03    0.34369174E+01    0.13277622E+02    0.16714539E+02    0.57962936E+02    0.25885037E+00    0.28836599E+00    0.40359131E+02    0.38104580E+02    0.44046550E+02
    0.30351189E+03    0.34380224E+01    0.13279430E+02    0.16717452E+02    0.57970623E+02    0.25889835E+00    0.28837800E+00    0.40364626E+02    0.38111221E+02    0.44052391E+02
    0.30363027E+03    0.34391785E+01    0.13281322E+02    0.16720501E+02    0.57978677E+02    0.25894850E+00    0.28839052E+00    0.40370379E+02    0.38118171E+02    0.44058512E+02
    0.30375423E+03    0.34403879E+01    0.13283303E+02    0.16723691E+02    0.57987102E+02    0.25900093E+00    0.28840364E+00    0.40376401E+02    0.38125444E+02    0.44064913E+02
    0.30388403E+03    0.34416531E+01    0.13285377E+02    0.16727030E+02    0.57995917E+02    0.25905573E+00    0.28841738E+00    0.40382704E+02    0.38133057E+02    0.44071612E+02
    0.30401995E+03    0.34429765E+01    0.13287548E+02    0.16730525E+02    0.58005158E+02    0.25911300E+00    0.28843167E+00    0.40389303E+02    0.38141023E+02    0.44078635E+02
    0.30416228E+03    0.34443608E+01    0.13289821E+02    0.16734181E+02    0.58014810E+02    0.25917286E+00    0.28844671E+00    0.40396211E+02    0.38149359E+02    0.44085969E+02
    0.30431131E+03    0.34458087E+01    0.13292199E+02    0.16738008E+02    0.58024933E+02    0.25923541E+00    0.28846234E+00    0.40403441E+02    0.38158083E+02    0.44093661E+02
    0.30446737E+03    0.34473231E+01    0.13294689E+02    0.16742012E+02    0.58035517E+02    0.25930077E+00    0.28847873E+00    0.40411009E+02    0.38167211E+02    0.44101705E+02
    0.30463078E+03    0.34489068E+01    0.13297295E+02    0.16746202E+02    0.58046596E+02    0.25936905E+00    0.28849585E+00    0.40418931E+02    0.38176763E+02    0.44110123E+02
    0.30480189E+03    0.34505631E+01    0.13300023E+02    0.16750586E+02    0.58058192E+02    0.25944038E+00    0.28851374E+00    0.40427223E+02    0.38186758E+02    0.44118936E+02
    0.30498107E+03    0.34522951E+01    0.13302878E+02    0.16755173E+02    0.58070329E+02    0.25951490E+00    0.28853244E+00    0.40435901E+02    0.38197215E+02    0.44128158E+02
    0.30516869E+03    0.34541061E+01    0.13305867E+02    0.16759973E+02    0.58083029E+02    0.25959272E+00    0.28855198E+00    0.40444985E+02    0.38208157E+02    0.44137810E+02
    0.30536516E+03    0.34559997E+01    0.13308995E+02    0.16764994E+02    0.58096322E+02    0.25967399E+00    0.28857239E+00    0.40454492E+02    0.38219604E+02    0.44147911E+02
    0.30557088E+03    0.34579795E+01    0.13312268E+02    0.16770248E+02    0.58110235E+02    0.25975885E+00    0.28859370E+00    0.40464443E+02    0.38231580E+02    0.44158483E+02
    0.30578630E+03    0.34600492E+01    0.13315694E+02    0.16775743E+02    0.58124787E+02    0.25984745E+00    0.28861600E+00    0.40474857E+02    0.38244109E+02    0.44169541E+02
    0.30601187E+03    0.34622128E+01    0.13319280E+02    0.16781493E+02    0.58140023E+02    0.25993994E+00    0.28863925E+00    0.40485756E+02    0.38257216E+02    0.44181120E+02
    0.30624807E+03    0.34644744E+01    0.13323032E+02    0.16787507E+02    0.58155961E+02    0.26003648E+00    0.28866356E+00    0.40497162E+02    0.38270926E+02    0.44193231E+02
    0.30649541E+03    0.34668382E+01    0.13326959E+02    0.16793797E+02    0.58172638E+02    0.26013723E+00    0.28868894E+00    0.40509098E+02    0.38285267E+02    0.44205904E+02
    0.30675440E+03    0.34693086E+01    0.13331069E+02    0.16800377E+02    0.58190089E+02    0.26024235E+00    0.28871544E+00    0.40521590E+02    0.38300268E+02    0.44219165E+02
    0.30702560E+03    0.34718903E+01    0.13335369E+02    0.16807259E+02    0.58208349E+02    0.26035202E+00    0.28874310E+00    0.40534661E+02    0.38315957E+02    0.44233041E+02
    0.30730957E+03    0.34745879E+01    0.13339869E+02    0.16814457E+02    0.58227451E+02    0.26046642E+00    0.28877199E+00    0.40548339E+02    0.38332365E+02    0.44247557E+02
    0.30760693E+03    0.34774064E+01    0.13344578E+02    0.16821984E+02    0.58247435E+02    0.26058572E+00    0.28880214E+00    0.40562652E+02    0.38349525E+02    0.44262743E+02
    0.30791831E+03    0.34803510E+01    0.13349504E+02    0.16829855E+02    0.58268342E+02    0.26071013E+00    0.28883361E+00    0.40577628E+02    0.38367470E+02    0.44278631E+02
    0.30824436E+03    0.34834269E+01    0.13354659E+02    0.16838086E+02    0.58290214E+02    0.26083982E+00    0.28886644E+00    0.40593297E+02    0.38386234E+02    0.44295251E+02
    0.30858578E+03    0.34866397E+01    0.13360053E+02    0.16846693E+02    0.58313094E+02    0.26097499E+00    0.28890068E+00    0.40609692E+02    0.38405854E+02    0.44312638E+02
    0.30894328E+03    0.34899951E+01    0.13365696E+02    0.16855691E+02    0.58337008E+02    0.26111585E+00    0.28893650E+00    0.40626844E+02    0.38426368E+02    0.44330811E+02
    0.30931764E+03    0.34934990E+01    0.13371599E+02    0.16865098E+02    0.58362088E+02    0.26126261E+00    0.28897353E+00    0.40644788E+02    0.38447814E+02    0.44349869E+02
    0.30970964E+03    0.34971575E+01    0.13377775E+02    0.16874933E+02    0.58388081E+02    0.26141548E+00    0.28901332E+00    0.40663561E+02    0.38470234E+02    0.44369621E+02
    0.31012011E+03    0.35009770E+01    0.13384236E+02    0.16885213E+02    0.58416128E+02    0.26157466E+00    0.28905053E+00    0.40683199E+02    0.38493670E+02    0.44390935E+02
    0.31054993E+03    0.35049641E+01    0.13390994E+02    0.16895958E+02    0.58443308E+02    0.26174040E+00    0.28909996E+00    0.40703741E+02    0.38518165E+02    0.44411589E+02
    0.31100000E+03    0.35091254E+01    0.13398063E+02    0.16907188E+02    0.58475121E+02    0.26191290E+00    0.28913473E+00    0.40725228E+02    0.38543767E+02    0.44435764E+02
    0.31147129E+03    0.35134681E+01    0.13405457E+02    0.16918925E+02    0.58504826E+02    0.26209238E+00    0.28918853E+00    0.40747702E+02    0.38570523E+02    0.44458337E+02
    0.31196478E+03    0.35179992E+01    0.13413189E+02    0.16931188E+02    0.58538403E+02    0.26227910E+00    0.28923215E+00    0.40771206E+02    0.38598481E+02    0.44483852E+02
    0.31248154E+03    0.35227264E+01    0.13421277E+02    0.16944003E+02    0.58572319E+02    0.26247327E+00    0.28928346E+00    0.40795789E+02    0.38627695E+02    0.44509625E+02
    0.31302264E+03    0.35276572E+01    0.13429734E+02    0.16957391E+02    0.58608180E+02    0.26267513E+00    0.28933488E+00    0.40821496E+02    0.38658216E+02    0.44536877E+02
    0.31358925E+03    0.35327996E+01    0.13438578E+02    0.16971377E+02    0.58645418E+02    0.26288493E+00    0.28938965E+00    0.40848378E+02    0.38690101E+02    0.44565174E+02
    0.31418257E+03    0.35381616E+01    0.13447825E+02    0.16985987E+02    0.58684689E+02    0.26310289E+00    0.28944494E+00    0.40876486E+02    0.38723406E+02    0.44595017E+02
    0.31480384E+03    0.35437518E+01    0.13457494E+02    0.17001245E+02    0.58725344E+02    0.26332926E+00    0.28950440E+00    0.40905876E+02    0.38758192E+02    0.44625911E+02
    0.31545440E+03    0.35495787E+01    0.13467602E+02    0.17017181E+02    0.58768037E+02    0.26356427E+00    0.28956524E+00    0.40936601E+02    0.38794520E+02    0.44658353E+02
    0.31613561E+03    0.35556512E+01    0.13478169E+02    0.17033820E+02    0.58812612E+02    0.26380817E+00    0.28962870E+00    0.40968722E+02    0.38832454E+02    0.44692226E+02
    0.31684893E+03    0.35619782E+01    0.13489215E+02    0.17051193E+02    0.58859059E+02    0.26406119E+00    0.28969531E+00    0.41002297E+02    0.38872060E+02    0.44727522E+02
    0.31759587E+03    0.35685692E+01    0.13500761E+02    0.17069330E+02    0.58908045E+02    0.26432355E+00    0.28976229E+00    0.41037393E+02    0.38913407E+02    0.44764746E+02
    0.31837801E+03    0.35754335E+01    0.13512828E+02    0.17088261E+02    0.58958220E+02    0.26459551E+00    0.28983680E+00    0.41074072E+02    0.38956565E+02    0.44802875E+02
    0.31919701E+03    0.35825811E+01    0.13525438E+02    0.17108019E+02    0.59011635E+02    0.26487727E+00    0.28990925E+00    0.41112401E+02    0.39001606E+02    0.44843465E+02
    0.32005461E+03    0.35900217E+01    0.13538615E+02    0.17128637E+02    0.59066869E+02    0.26516906E+00    0.28998721E+00    0.41152455E+02    0.39048609E+02    0.44885438E+02
    0.32095262E+03    0.35977656E+01    0.13552383E+02    0.17150148E+02    0.59124677E+02    0.26547108E+00    0.29006752E+00    0.41194303E+02    0.39097649E+02    0.44929367E+02
    0.32189296E+03    0.36058231E+01    0.13566766E+02    0.17172589E+02    0.59184970E+02    0.26578355E+00    0.29015118E+00    0.41238023E+02    0.39148808E+02    0.44975184E+02
    0.32287762E+03    0.36142048E+01    0.13581790E+02    0.17195995E+02    0.59247890E+02    0.26610665E+00    0.29023810E+00    0.41283692E+02    0.39202168E+02    0.45022998E+02
    0.32390868E+03    0.36229213E+01    0.13597483E+02    0.17220404E+02    0.59313533E+02    0.26644058E+00    0.29032842E+00    0.41331392E+02    0.39257814E+02    0.45072880E+02
